Map Colour,Hexidecimal ID,Province Name,Province Owner,Region
,14CE,Aliseydi,Ottomans,Bithynia
,14CF,Koşuboğazı,Ottomans,Karasi
,14D0,Haydar,Ottomans,Karasi
,14D1,Bandirma,Ottomans,Karasi
,14D2,Örtülüce,Ottomans,Karasi
,14D3,Biga,Ottomans,Karasi
,14D4,Yenice,Ottomans,Karasi
,14D5,Kalkım,Ottomans,Karasi
,14D6,Çan,Ottomans,Karasi
,14D7,Çanakkale,Ottomans,Karasi
,14D8,Kumburun,Ottomans,Karasi
,14D9,Bozeli,Ottomans,Karasi
,14DA,Babakale,Ottomans,Karasi
,14DB,Edremit,Ottomans,Karasi
,14DC,,Ottomans,Thrace
,14DD,,Ottomans,Karasi
,14DE,,Ottomans,Karasi
,14DF,,Ottomans,Karasi
,14E0,,Ottomans,Karasi
,14E1,,Ottomans,Aydin
,14E2,,Ottomans,Aydin
,14E3,,Ottomans,Aydin
,14E4,,Ottomans,Aydin
,14E5,,Ottomans,Aydin
,14E6,,Ottomans,Aydin
,14E7,,Ottomans,Aydin
,14E8,,Ottomans,Aydin
,14E9,,Ottomans,Aydin
,14EA,,Ottomans,Aydin
,14EB,,Ottomans,Aydin
,14EC,,Ottomans,Aydin
,14ED,,Ottomans,Aydin
,14EE,,Ottomans,Aydin
,14EF,,Ottomans,Aydin
,14F0,,Ottomans,Aydin
,14F1,,Ottomans,Aydin
,14F2,,Ottomans,Aydin
,14F3,,Ottomans,Aydin
,14F4,,Ottomans,Aydin
,14F5,,Ottomans,Aydin
,14F6,,Ottomans,Karasi
,14F7,,Ottomans,Aydin
,14F8,,Ottomans,Karasi
,14F9,,Ottomans,Karasi
,14FA,,Ottomans,Aydin
,14FB,,Ottomans,Aydin
,14FC,,Ottomans,Karasi
,14FD,,Ottomans,Karasi
,14FE,,Ottomans,Aydin
,14FF,,Ottomans,Aydin
,1500,,Ottomans,Teke
,1501,Southern Rhodes,Ottomans,Teke
,1502,Northern Rhodes,Ottomans,Teke
,1503,,Ottomans,Teke
,1504,,Ottomans,Teke
,1505,,Ottomans,Teke
,1506,,Ottomans,Teke
,1507,,Ottomans,Teke
,1508,,Ottomans,Teke
,1509,,Ottomans,Teke
,150A,,Ottomans,Teke
,150B,,Ottomans,Teke
,150C,,Ottomans,Teke
,150D,,Ottomans,Teke
,150E,,Ottomans,Teke
,150F,,Ottomans,Teke
,1510,,Ottomans,Teke
,1511,,Ottomans,Teke
,1512,,Ottomans,Teke
,1513,,Ottomans,Teke
,1514,,Ottomans,Teke
,1515,,Ottomans,Teke
,1516,,Ottomans,Teke
,1517,,Ottomans,Teke
,1518,,Ottomans,Teke
,1519,,Ottomans,Teke
,151A,,Ottomans,Teke
,151B,,Ottomans,Teke
,151C,,Ottomans,Teke
,151D,,Ottomans,Teke
,151E,,Ottomans,Germiyan
,151F,,Ottomans,Germiyan
,1520,,Ottomans,Teke
,1521,,Ottomans,Teke
,1522,,Ottomans,Germiyan
,1523,,Ottomans,Teke
,1524,,Ottomans,Teke
,1525,,Ottomans,Germiyan
,1526,,Ottomans,Germiyan
,1527,,Ottomans,Germiyan
,1528,,Ottomans,Germiyan
,1529,,Ottomans,Germiyan
,152A,,Ottomans,Germiyan
,152B,,Ottomans,Germiyan
,152C,,Ottomans,Germiyan
,152D,,Ottomans,Germiyan
,152E,,Ottomans,Germiyan
,152F,,Ottomans,Germiyan
,1530,,Ottomans,Germiyan
,1531,,Ottomans,Germiyan
,1532,,Ottomans,Germiyan
,1533,,Ottomans,Germiyan
,1534,,Ottomans,Germiyan
,1535,,Ottomans,Germiyan
,1536,,Ottomans,Germiyan
,1537,,Ottomans,Germiyan
,1538,,Ottomans,Germiyan
,1539,,Ottomans,Germiyan
,153A,,Ottomans,Germiyan
,153B,,Ottomans,Germiyan
,153C,,Ottomans,Germiyan
,153D,,Ottomans,Germiyan
,153E,,Ottomans,Germiyan
,153F,,Ottomans,Germiyan
,1540,,Ottomans,Germiyan
,1541,,Ottomans,Bithynia
,1542,,Ottomans,Bithynia
,1543,,Ottomans,Bithynia
,1544,,Ottomans,Bithynia
,1545,,Ottomans,Bithynia
,1546,,Ottomans,Bithynia
,1547,,Ottomans,Bithynia
,1548,,Ottomans,Bithynia
,1549,,Ottomans,Bithynia
,154A,,Ottomans,Bithynia
,154B,,Ottomans,Bithynia
,154C,,Ottomans,Karaman
,154D,,Ottomans,Karaman
,154E,,Ottomans,Karaman
,154F,,Ottomans,Karaman
,1550,,Ottomans,Karaman
,1551,,Ottomans,Karaman
,1552,,Ottomans,Karaman
,1553,,Ottomans,Karaman
,1554,,Ottomans,Karaman
,1555,,Ottomans,Karaman
,1556,,Ottomans,Karaman
,1557,,Ottomans,Karaman
,1558,,Ottomans,Karaman
,1559,,Ottomans,Karaman
,155A,,Ottomans,Karaman
,155B,,Ottomans,Karaman
,155C,,Ottomans,Karaman
,155D,,Ottomans,Karaman
,155E,,Ottomans,Karaman
,155F,,Ottomans,Karaman
,1560,,Ottomans,Karaman
,1561,,Ottomans,Karaman
,1562,,Ottomans,Karaman
,1563,,Ottomans,Karaman
,1564,,Ottomans,Karaman
,1565,,Ottomans,Karaman
,1566,,Ottomans,Karaman
,1567,,Ottomans,Karaman
,1568,,Ottomans,Karaman
,1569,,Ottomans,Karaman
,156A,,Ottomans,Karaman
,156B,,Ottomans,Karaman
,156C,,Ottomans,Karaman
,156D,,Ottomans,Karaman
,156E,,Ottomans,Karaman
,156F,,Ottomans,Eretna
,1570,,Ottomans,Eretna
,1571,,Ottomans,Eretna
,1572,,Ottomans,Eretna
,1573,,Ottomans,Eretna
,1574,,Ottomans,Eretna
,1575,,Ottomans,Eretna
,1576,,Ottomans,Eretna
,1577,,Ottomans,Eretna
,1578,,Ottomans,Eretna
,1579,,Ottomans,Eretna
,157A,,Ottomans,Eretna
,157B,,Ottomans,Ankara
,157C,,Ottomans,Ankara
,157D,,Ottomans,Ankara
,157E,,Ottomans,Ankara
,157F,,Ottomans,Ankara
,1580,,Ottomans,Ankara
,1581,,Ottomans,Ankara
,1582,,Ottomans,Ankara
,1583,,Ottomans,Ankara
,1584,,Ottomans,Ankara
,1585,,Ottomans,Ankara
,1586,,Ottomans,Ankara
,1587,,Ottomans,Ankara
,1588,,Ottomans,Ankara
,1589,,Ottomans,Ankara
,158A,,Ottomans,Ankara
,158B,,Ottomans,Ankara
,158C,,Ottomans,Ankara
,158D,,Ottomans,Ankara
,158E,,Ottomans,Ankara
,158F,,Ottomans,Ankara
,1590,,Ottomans,Ankara
,1591,,Ottomans,Ankara
,1592,,Ottomans,Ankara
,1593,,Ottomans,Ankara
,1594,,Ottomans,Ankara
,1595,,Ottomans,Ankara
,1596,,Ottomans,Ankara
,1597,,Ottomans,Ankara
,1598,,Ottomans,Ankara
,1599,,Ottomans,Ankara
,159A,,Ottomans,Ankara
,159B,,Ottomans,Ankara
,159C,,Ottomans,Eretna
,159D,,Ottomans,Eretna
,159E,,Ottomans,Eretna
,159F,,Ottomans,Eretna
,15A0,,Ottomans,Eretna
,15A1,,Ottomans,Eretna
,15A2,,Ottomans,Eretna
,15A3,,Ottomans,Eretna
,15A4,,Ottomans,Eretna
,15A5,,Ottomans,Eretna
,15A6,,Ottomans,Eretna
,15A7,,Ottomans,Eretna
,15A8,,Ottomans,Eretna
,15A9,,Ottomans,Eretna
,15AA,,Ottomans,Eretna
,15AB,,Ottomans,Candar
,15AC,,Ottomans,Candar
,15AD,,Ottomans,Candar
,15AE,,Ottomans,Candar
,15AF,,Ottomans,Candar
,15B0,,Ottomans,Candar
,15B1,,Ottomans,Candar
,15B2,,Ottomans,Candar
,15B3,,Ottomans,Candar
,15B4,,Ottomans,Candar
,15B5,,Ottomans,Candar
,15B6,,Ottomans,Candar
,15B7,,Ottomans,Candar
,15B8,,Ottomans,Candar
,15B9,,Ottomans,Candar
,15BA,,Ottomans,Candar
,15BB,,Ottomans,Candar
,15BC,,Ottomans,Candar
,15BD,,Ottomans,Candar
,15BE,,Ottomans,Candar
,15BF,,Ottomans,Candar
,15C0,,Ottomans,Candar
,15C1,,Ottomans,Candar
,15C2,,Ottomans,Candar
,15C3,,Ottomans,Candar
,15C4,,Ottomans,Candar
,15C5,,Ottomans,Candar
,15C6,,Ottomans,Candar
,15C7,,Ottomans,Candar
,15C8,,Ottomans,Candar
,15C9,,Ottomans,Candar
,15CA,,Ottomans,Candar
,15CB,,Ottomans,Candar
,15CC,,Ottomans,Candar
,15CD,,Ottomans,Candar
,15CE,,Ottomans,Candar
,15CF,,Ottomans,Candar
,15D0,,Ottomans,Karaman
,15D1,,Ottomans,Karaman
,15D2,,Ottomans,Karaman
,15D3,,Ottomans,Karaman
,15D4,,Ottomans,Karaman
,15D5,,Ottomans,Karaman
,15D6,,Ottomans,Karaman
,15D7,,Ottomans,Karaman
,15D8,,Ottomans,Ramazan
,15D9,,Ottomans,Ramazan
,15DA,,Ottomans,Ramazan
,15DB,,Ottomans,Ramazan
,15DC,,Ottomans,Ramazan
,15DD,,Ottomans,Ramazan
,15DE,,Ottomans,Ramazan
,15DF,,Ottomans,Ramazan
,15E0,,Ottomans,Ramazan
,15E1,,Ottomans,Ramazan
,15E2,,Ottomans,Ramazan
,15E3,,Ottomans,Syria
,15E4,,Ottomans,Ramazan
,15E5,,Ottomans,Ramazan
,15E6,,Ottomans,Ramazan
,15E7,,Ottomans,Ramazan
,15E8,,Ottomans,Ramazan
,15E9,,Ottomans,Ramazan
,15EA,,Ottomans,Ramazan
,15EB,,Ottomans,Dulkadir
,15EC,,Ottomans,Dulkadir
,15ED,,Ottomans,Dulkadir
,15EE,,Ottomans,Dulkadir
,15EF,,Ottomans,Dulkadir
,15F0,,Ottomans,Dulkadir
,15F1,,Ottomans,Dulkadir
,15F2,,Ottomans,Dulkadir
,15F3,,Ottomans,Dulkadir
,15F4,,Ottomans,Dulkadir
,15F5,,Ottomans,Dulkadir
,15F6,,Ottomans,Dulkadir
,15F7,,Ottomans,Dulkadir
,15F8,,Ottomans,Dulkadir
,15F9,,Ottomans,Dulkadir
,15FA,,Ottomans,Dulkadir
,15FB,,Ottomans,Dulkadir
,15FC,,Ottomans,Dulkadir
,15FD,,Ottomans,Dulkadir
,15FE,,Ottomans,Dulkadir
,15FF,,Ottomans,Dulkadir
,1600,,Ottomans,Eretna
,1601,,Ottomans,Eretna
,1602,,Ottomans,Eretna
,1603,,Ottomans,Eretna
,1604,,Ottomans,Eretna
,1605,,Ottomans,Eretna
,1606,,Ottomans,Eretna
,1607,,Ottomans,Eretna
,1608,Kayseri,Ottomans,Eretna
,1609,,Ottomans,Eretna
,160A,,Ottomans,Eretna
,160B,,Ottomans,Eretna
,160C,,Ottomans,Eretna
,160D,,Ottomans,Eretna
,160E,,Ottomans,Eretna
,160F,,Ottomans,Dulkadir
,1610,,Ottomans,Eretna
,1611,,Ottomans,Dulkadir
,1612,,Ottomans,Eretna
,1613,,Ottomans,Dulkadir
,1614,,Ottomans,Dulkadir
,1615,,Ottomans,Eretna
,1616,,Ottomans,Eretna
,1617,,Ottomans,Eretna
,1618,,Ottomans,Eretna
,1619,,Ottomans,Eretna
,161A,,Ottomans,Eretna
,161B,,Ottomans,Eretna
,161C,,Ottomans,Eretna
,161D,,Ottomans,Eretna
,161E,,Ottomans,Eretna
,161F,,Ottomans,Eretna
,1620,,Ottomans,Eretna
,1621,,Ottomans,Erzurum
,1622,,Ottomans,Erzurum
,1623,,Ottomans,Dulkadir
,1624,,Ottomans,Dulkadir
,1625,,Ottomans,Dulkadir
,1626,,Ottomans,Dulkadir
,1627,,Ottomans,Dulkadir
,1628,,Ottomans,Dulkadir
,1629,,Ottomans,Dulkadir
,162A,,Ottomans,Dulkadir
,162B,,Ottomans,Dulkadir
,162C,,Ottomans,Dulkadir
,162D,,Ottomans,Dulkadir
,162E,,Ottomans,Dulkadir
,162F,,Ottomans,Dulkadir
,1630,,Ottomans,Dulkadir
,1631,,Ottomans,Dulkadir
,1632,,Ottomans,Dulkadir
,1633,,Ottomans,Dulkadir
,1634,,Ismail Safavid,Dulkadir
,1635,,Ismail Safavid,Dulkadir
,1636,,Ottomans,Trebizond
,1637,,Ottomans,Trebizond
,1638,,Ottomans,Trebizond
,1639,,Ottomans,Trebizond
,163A,,Ottomans,Trebizond
,163B,,Ottomans,Trebizond
,163C,,Ottomans,Trebizond
,163D,,Ottomans,Trebizond
,163E,,Ottomans,Trebizond
,163F,,Ottomans,Trebizond
,1640,Trebizond,Ottomans,Trebizond
,1641,,Ottomans,Trebizond
,1642,,Ottomans,Trebizond
,1643,,Ottomans,Trebizond
,1644,,Ottomans,Trebizond
,1645,,Ottomans,Trebizond
,1646,,Ottomans,Trebizond
,1647,,Ottomans,Trebizond
,1648,,Ottomans,Trebizond
,1649,,Ottomans,Trebizond
,164A,,Ottomans,Trebizond
,164B,Balaklava,Ottomans,Crimea
,164C,Yalta,Ottomans,Crimea
,164D,Alushta,Ottomans,Crimea
,164E,Sudak,Ottomans,Crimea
,164F,Feodosia,Ottomans,Crimea
,1650,Kerch,Ottomans,Crimea
,1651,,Crimea,Crimea
,1652,,Crimea,Crimea
,1653,,Crimea,Crimea
,1654,,Crimea,Crimea
,1655,,Crimea,Crimea
,1656,,Crimea,Crimea
,1657,,Crimea,Crimea
,1658,,Crimea,Crimea
,1659,,Crimea,Crimea
,165A,,Crimea,Crimea
,165B,,Crimea,Crimea
,165C,,Crimea,Crimea
,165D,,Crimea,Crimea
,165E,,Crimea,Crimea
,165F,,Crimea,Crimea
,1660,,Crimea,Crimea
,1661,Azov,Ottomans,Crimea
,1662,,Ottomans,Circassia
,1663,,Crimea,Crimea
,1664,,Crimea,Crimea
,1665,,Nogai,Far Steppe
,1666,,Crimea,Far Steppe
,1667,Sarai,Crimea,Far Steppe
,1668,,Astrakhan,Far Steppe
,1669,,Zhaney,Circassia
,166A,,Kuban Kardabian,Circassia
,166B,,Shapsug,Circassia
,166C,,Shapsug,Circassia
,166D,,Kuban Kardabian,Circassia
,166E,,Kuban Kardabian,Circassia
,166F,,Shapsug,Circassia
,1670,,Ottomans,Circassia
,1671,,Shapsug,Circassia
,1672,,Shapsug,Circassia
,1673,,Shapsug,Circassia
,1674,,Bzhedug,Circassia
,1675,,Abzakh,Circassia
,1676,,Hatuqwai,Circassia
,1677,,Temirgoy,Circassia
,1678,,Temirgoy,Circassia
,1679,,Temirgoy,Circassia
,167A,,Temirgoy,Circassia
,167B,,Temirgoy,Circassia
,167C,,Yegeruqwai,Circassia
,167D,,Yegeruqwai,Circassia
,167E,,Shapsug,Circassia
,167F,,Shapsug,Circassia
,1680,,Abzakh,Circassia
,1681,,Ubykh,Circassia
,1682,,Temirgoy,Circassia
,1683,,Besleney,Circassia
,1684,,Abaza,Circassia
,1685,,Abaza,Circassia
,1686,,Besleney,Circassia
,1687,,Abaza,Circassia
,1688,,Besleney,Circassia
,1689,,Karbadian,Circassia
,168A,,Karachay,Circassia
,168B,,Karbadian,Circassia
,168C,,Karbadian,Circassia
,168D,,Karbadian,Circassia
,168E,,Karbadian,Circassia
,168F,,Karbadian,Circassia
,1690,,Karbadian,Circassia
,1691,,Karbadian,Circassia
,1692,,Karbadian,Circassia
,1693,,Balkar,Circassia
,1694,,Karbadian,Circassia
,1695,,Balkar,Circassia
,1696,,Balkar,Circassia
,1697,,Ossetia,Circassia
,1698,,Ossetia,Circassia
,1699,,Ossetia,Circassia
,169A,,Ossetia,Circassia
,169B,,Durdzuketia,Dagestan
,169C,,Ingush,Circassia
,169D,,Durdzuketia,Dagestan
,169E,,Durdzuketia,Dagestan
,169F,,Durdzuketia,Dagestan
,16A0,,Durdzuketia,Dagestan
,16A1,,Durdzuketia,Dagestan
,16A2,,Durdzuketia,Dagestan
,16A3,,Durdzuketia,Dagestan
,16A4,,Tsez,Dagestan
,16A5,,Avar,Dagestan
,16A6,,Avar,Dagestan
,16A7,,Avar,Dagestan
,16A8,,Avar,Dagestan
,16A9,,Gazikumukh,Dagestan
,16AA,,Avar,Dagestan
,16AB,,Gazikumukh,Dagestan
,16AC,,Gazikumukh,Dagestan
,16AD,,Tarki,Dagestan
,16AE,,Gazikumukh,Dagestan
,16AF,,Kara Kaitag,Dagestan
,16B0,,Ismail Safavid,Dagestan
,16B1,,Tabasaran,Dagestan
,16B2,,Aghul,Dagestan
,16B3,,Udi,Dagestan
,16B4,,Ismail Safavid,Dagestan
,16B5,,Ismail Safavid,Dagestan
,16B6,,Ismail Safavid,Dagestan
,16B7,,Ismail Safavid,Dagestan
,16B8,,Ismail Safavid,Dagestan
,16B9,,Ismail Safavid,Dagestan
,16BA,,Ismail Safavid,Dagestan
,16BB,,Ismail Safavid,Dagestan
,16BC,,Lezgin,Dagestan
,16BD,,Lezgin,Dagestan
,16BE,,Rutul,Dagestan
,16BF,,Ismail Safavid,Shirvan
,16C0,,Ismail Safavid,Shirvan
,16C1,,Ismail Safavid,Shirvan
,16C2,,Ismail Safavid,Shirvan
,16C3,,Ismail Safavid,Shirvan
,16C4,,Ismail Safavid,Shirvan
,16C5,,Ismail Safavid,Shirvan
,16C6,,Georgia,Shirvan
,16C7,,Ismail Safavid,Shirvan
,16C8,,Ismail Safavid,Shirvan
,16C9,,Ismail Safavid,Shirvan
,16CA,,Ismail Safavid,Shirvan
,16CB,,Ismail Safavid,Shirvan
,16CC,,Ismail Safavid,Shirvan
,16CD,,Ismail Safavid,Shirvan
,16CE,,Ismail Safavid,Shirvan
,16CF,,Ismail Safavid,Shirvan
,16D0,,Ismail Safavid,Shirvan
,16D1,Baku,Ismail Safavid,Shirvan
,16D2,,Ismail Safavid,Shirvan
,16D3,,Ismail Safavid,Shirvan
,16D4,,Ismail Safavid,Shirvan
,16D5,,Ismail Safavid,Shirvan
,16D6,,Ismail Safavid,Shirvan
,16D7,,Ismail Safavid,Shirvan
,16D8,,Ismail Safavid,Shirvan
,16D9,,Ismail Safavid,Shirvan
,16DA,,Ismail Safavid,Shirvan
,16DB,,Ismail Safavid,Shirvan
,16DC,,Ismail Safavid,Shirvan
,16DD,,Ismail Safavid,Shirvan
,16DE,,Ismail Safavid,Shirvan
,16DF,,Ismail Safavid,Shirvan
,16E0,,Ismail Safavid,Shirvan
,16E1,,Ismail Safavid,Shirvan
,16E2,,Ismail Safavid,Shirvan
,16E3,,Georgia,Georgia
,16E4,,Georgia,Georgia
,16E5,,Georgia,Georgia
,16E6,,Georgia,Georgia
,16E7,,Georgia,Georgia
,16E8,,Georgia,Georgia
,16E9,,Georgia,Georgia
,16EA,,Georgia,Georgia
,16EB,,Georgia,Georgia
,16EC,,Georgia,Georgia
,16ED,,Georgia,Georgia
,16EE,,Georgia,Georgia
,16EF,,Georgia,Georgia
,16F0,,Georgia,Georgia
,16F1,,Georgia,Georgia
,16F2,,Georgia,Georgia
,16F3,,Georgia,Georgia
,16F4,,Georgia,Georgia
,16F5,,Georgia,Georgia
,16F6,,Georgia,Georgia
,16F7,,Georgia,Georgia
,16F8,,Georgia,Georgia
,16F9,,Georgia,Georgia
,16FA,,Georgia,Georgia
,16FB,,Georgia,Georgia
,16FC,,Georgia,Georgia
,16FD,,Georgia,Georgia
,16FE,,Georgia,Georgia
,16FF,,Georgia,Georgia
,1700,,Georgia,Georgia
,1701,,Georgia,Georgia
,1702,,Georgia,Georgia
,1703,,Georgia,Georgia
,1704,,Georgia,Georgia
,1705,,Georgia,Georgia
,1706,,Georgia,Georgia
,1707,,Georgia,Georgia
,1708,,Georgia,Georgia
,1709,,Georgia,Georgia
,170A,,Georgia,Georgia
,170B,,Georgia,Georgia
,170C,,Georgia,Georgia
,170D,,Georgia,Georgia
,170E,,Georgia,Georgia
,170F,,Georgia,Georgia
,1710,,Georgia,Georgia
,1711,,Georgia,Georgia
,1712,,Georgia,Georgia
,1713,,Georgia,Georgia
,1714,,Georgia,Georgia
,1715,,Georgia,Georgia
,1716,,Georgia,Georgia
,1717,,Georgia,Georgia
,1718,,Georgia,Georgia
,1719,,Samtskhe,Georgia
,171A,,Samtskhe,Georgia
,171B,,Samtskhe,Georgia
,171C,,Samtskhe,Georgia
,171D,,Georgia,Georgia
,171E,,Samtskhe,Georgia
,171F,,Samtskhe,Georgia
,1720,,Samtskhe,Georgia
,1721,,Samtskhe,Georgia
,1722,,Samtskhe,Georgia
,1723,,Samtskhe,Georgia
,1724,,Samtskhe,Georgia
,1725,,Samtskhe,Georgia
,1726,,Samtskhe,Georgia
,1727,,Samtskhe,Georgia
,1728,,Georgia,Georgia
,1729,,Georgia,Georgia
,172A,,Georgia,Georgia
,172B,,Dizak,Armenia
,172C,,Dizak,Armenia
,172D,,Khachen,Armenia
,172E,,Khachen,Armenia
,172F,,Khachen,Armenia
,1730,,Jaraberd,Armenia
,1731,,Jaraberd,Armenia
,1732,,Gyulistan,Armenia
,1733,,Gyulistan,Armenia
,1734,,Ismail Safavid,Ardabil
,1735,,Ismail Safavid,Ardabil
,1736,,Ismail Safavid,Ardabil
,1737,,Ismail Safavid,Ardabil
,1738,,Ismail Safavid,Ardabil
,1739,,Ismail Safavid,Ardabil
,173A,,Ismail Safavid,Ardabil
,173B,,Ismail Safavid,Ardabil
,173C,,Ismail Safavid,Ardabil
,173D,,Ismail Safavid,Ardabil
,173E,,Ismail Safavid,Ardabil
,173F,,Ismail Safavid,Ardabil
,1740,,Ismail Safavid,Ardabil
,1741,,Ismail Safavid,Ardabil
,1742,,Ismail Safavid,Ardabil
,1743,,Ismail Safavid,Ardabil
,1744,,Ispahbads,Ardabil
,1745,,Ismail Safavid,Ardabil
,1746,,Karkiya,Tabarestan
,1747,,Karkiya,Tabarestan
,1748,,Karkiya,Tabarestan
,1749,,Marashiyan,Tabarestan
,174A,,Marashiyan,Tabarestan
,174B,,Marashiyan,Tabarestan
,174C,,Marashiyan,Tabarestan
,174D,,Marashiyan,Tabarestan
,174E,,Marashiyan,Tabarestan
,174F,,Ismail Safavid,Azerbaijan
,1750,,Ismail Safavid,Azerbaijan
,1751,,Ismail Safavid,Azerbaijan
,1752,,Ismail Safavid,Azerbaijan
,1753,,Ismail Safavid,Azerbaijan
,1754,,Ismail Safavid,Azerbaijan
,1755,,Ismail Safavid,Azerbaijan
,1756,,Ismail Safavid,Azerbaijan
,1757,,Ismail Safavid,Azerbaijan
,1758,,Ismail Safavid,Azerbaijan
,1759,,Ismail Safavid,Azerbaijan
,175A,,Ismail Safavid,Azerbaijan
,175B,,Ismail Safavid,Azerbaijan
,175C,,Ismail Safavid,Azerbaijan
,175D,,Ismail Safavid,Azerbaijan
,175E,,Ismail Safavid,Azerbaijan
,175F,,Ismail Safavid,Azerbaijan
,1760,,Ismail Safavid,Azerbaijan
,1761,,Ismail Safavid,Azerbaijan
,1762,,Ismail Safavid,Azerbaijan
,1763,,Ismail Safavid,Azerbaijan
,1764,,Ismail Safavid,Azerbaijan
,1765,,Ismail Safavid,Azerbaijan
,1766,,Ismail Safavid,Azerbaijan
,1767,,Ismail Safavid,Azerbaijan
,1768,,Ismail Safavid,Azerbaijan
,1769,,Ismail Safavid,Azerbaijan
,176A,,Ismail Safavid,Azerbaijan
,176B,,Ismail Safavid,Azerbaijan
,176C,,Ismail Safavid,Ardalan
,176D,,Ismail Safavid,Ardalan
,176E,,Ismail Safavid,Ardalan
,176F,,Ismail Safavid,Ardalan
,1770,,Ismail Safavid,Ardalan
,1771,,Ismail Safavid,Ardalan
,1772,,Ismail Safavid,Luristan
,1773,,Ismail Safavid,Luristan
,1774,,Ismail Safavid,Luristan
,1775,,Ismail Safavid,Luristan
,1776,,Ismail Safavid,Luristan
,1777,,Ismail Safavid,Luristan
,1778,,Ismail Safavid,Luristan
,1779,,Ismail Safavid,Luristan
,177A,,Ismail Safavid,Luristan
,177B,,Ismail Safavid,Luristan
,177C,,Ismail Safavid,Luristan
,177D,,Ismail Safavid,Luristan
,177E,,Ismail Safavid,Luristan
,177F,,Ismail Safavid,Luristan
,1780,,Ismail Safavid,Luristan
,1781,,Ismail Safavid,Luristan
,1782,,Ismail Safavid,Luristan
,1783,,Ismail Safavid,Luristan
,1784,,Ismail Safavid,Luristan
,1785,,Ismail Safavid,Luristan
,1786,,Khorshidi,Shushan
,1787,,Khorshidi,Shushan
,1788,,Khorshidi,Shushan
,1789,,Khorshidi,Shushan
,178A,,Khorshidi,Shushan
,178B,,Khorshidi,Shushan
,178C,,Khorshidi,Mushaha
,178D,,Khorshidi,Mushaha
,178E,,Ismail Safavid,Shushan
,178F,,Mushashaiyyah,Shushan
,1790,,Mushashaiyyah,Mushaha
,1791,,Mushashaiyyah,Mushaha
,1792,,Mushashaiyyah,Mushaha
,1793,,Mushashaiyyah,Mushaha
,1794,,Mushashaiyyah,Mushaha
,1795,,Mushashaiyyah,Mushaha
,1796,,Mushashaiyyah,Mushaha
,1797,,Mushashaiyyah,Mushaha
,1798,,Mushashaiyyah,Mushaha
,1799,,Mushashaiyyah,Mushaha
,179A,,Mushashaiyyah,Mushaha
,179B,,Mushashaiyyah,Mushaha
,179C,,Mushashaiyyah,Mushaha
,179D,,Mushashaiyyah,Mushaha
,179E,,Mushashaiyyah,Mushaha
,179F,,Mushashaiyyah,Mushaha
,17A0,,Mushashaiyyah,Mushaha
,17A1,,Mushashaiyyah,Mushaha
,17A2,,Mushashaiyyah,Mushaha
,17A3,,Mushashaiyyah,Mushaha
,17A4,,Mushashaiyyah,Mushaha
,17A5,,Mushashaiyyah,Mushaha
,17A6,,Mushashaiyyah,Mushaha
,17A7,,Mushashaiyyah,Mushaha
,17A8,,Mushashaiyyah,Mushaha
,17A9,,Mushashaiyyah,Mushaha
,17AA,,Mushashaiyyah,Mushaha
,17AB,,Mushashaiyyah,Mushaha
,17AC,,Ismail Safavid,Shushan
,17AD,,Ismail Safavid,Shushan
,17AE,,Ismail Safavid,Shushan
,17AF,,Ismail Safavid,Shushan
,17B0,,Ismail Safavid,Shushan
,17B1,,Ismail Safavid,Luristan
,17B2,,Ismail Safavid,Shushan
,17B3,,Ismail Safavid,Shushan
,17B4,,Ismail Safavid,Shushan
,17B5,,Ismail Safavid,Shushan
,17B6,,Ismail Safavid,Luristan
,17B7,,Ismail Safavid,Luristan
,17B8,,Ismail Safavid,Luristan
,17B9,,Ismail Safavid,Luristan
,17BA,,Ismail Safavid,Luristan
,17BB,,Ismail Safavid,Luristan
,17BC,,Ismail Safavid,Luristan
,17BD,,Ismail Safavid,Luristan
,17BE,,Ismail Safavid,Ardalan
,17BF,,Ismail Safavid,Ardalan
,17C0,,Ismail Safavid,Ardalan
,17C1,,Ismail Safavid,Ardalan
,17C2,,Ismail Safavid,Ardalan
,17C3,,Ismail Safavid,Ardalan
,17C4,Shahrizor,Ismail Safavid,Ardalan
,17C5,,Ismail Safavid,Ardalan
,17C6,,Ismail Safavid,Ardalan
,17C7,,Ismail Safavid,Ardalan
,17C8,,Ismail Safavid,Ardalan
,17C9,,Ismail Safavid,Ardalan
,17CA,,Ismail Safavid,Ardalan
,17CB,,Ismail Safavid,Ardalan
,17CC,,Ismail Safavid,Ardalan
,17CD,,Ismail Safavid,Tabriz
,17CE,,Ismail Safavid,Tabriz
,17CF,,Ismail Safavid,Tabriz
,17D0,,Ismail Safavid,Tabriz
,17D1,,Ismail Safavid,Tabriz
,17D2,,Ismail Safavid,Tabriz
,17D3,,Ismail Safavid,Tabriz
,17D4,,Ismail Safavid,Tabriz
,17D5,,Ismail Safavid,Tabriz
,17D6,,Ismail Safavid,Tabriz
,17D7,,Ismail Safavid,Tabriz
,17D8,,Ismail Safavid,Tabriz
,17D9,,Ismail Safavid,Tabriz
,17DA,,Ismail Safavid,Tabriz
,17DB,,Ismail Safavid,Tabriz
,17DC,,Ismail Safavid,Tabriz
,17DD,,Ismail Safavid,Tabriz
